id,"name","department","alias","symptom","bodypart","prone_group","related_ill","definition","etiology","clinical_feature",search_index
54,"腹膜后间隙出血","消化内科","no","低血压,便秘,腹痛,动脉出血,腹肌紧张,腹膜刺激征,恶心,肠麻痹,肠鸣","腹部","暂无","腹膜后感染与脓,大网膜扭转,大网膜肿瘤,结核性腹膜炎,腹膜炎,盆腔结缔组织炎,低血压,便秘","腹膜后间隙出血乃严重腹部损伤的并发症之一。由于常被腹内脏器损伤或其他部位如脑、胸、脊椎、四肢及骨盆等复合性损伤所掩盖而易误诊，诊断较为困难，严重者可危及生命。有报告死亡率高达42",NULL,NULL,1
55,"食管源性胸痛","消化内科","非心源性胸痛","腹痛,吞咽困难,烧心,焦虑致胸口痛,呼吸困难,饱食后胸痛,食管痉挛,咳痰,钝痛","腹部","暂无","吞咽困难,慢性胆囊炎,老年人肺栓塞,咳嗽,腹痛,主动脉瘤,气胸,胸主动脉夹层动,心绞痛,带状疱疹","食管源性胸痛是指由食管疾病或食管功能障碍引起的胸痛。其典型症状为烧心伴有胸骨后或胸骨下发作性疼痛，呈挤压性或烧灼样，多在饭后30～60分钟发生，特点与“心绞痛”极为相似。刺激性食物、运动、情绪紧张均可诱发，亦可自发性发作。",NULL,NULL,0
56,"淋菌性肛门直肠炎","消化内科、性病科","no","腹泻,腹痛,脓性分泌物,胀坠感,里急后重","腹部","暂无","非特异性尿道炎,发烧,腹痛,包茎,非淋菌性尿道炎,Reiter综,尿路感染,腹泻,淋病,龟头炎","淋菌性肛门直肠炎主要见于男性同性恋，占40%。妇女则多由阴道自身感染所致，占35%～50%。直肠淋菌感染症状可仅仅有肛门瘙痒，无痛性黏液样脓性分泌物，或少量出血，也可表现有里急后重，有脓性便，肛管黏膜充血，脓性分泌物，淋球菌培养阳性，男性同性恋多无临床症状",NULL,NULL,8
57,"肝海绵状血管瘤","消化内科、肝胆外科","no","吞咽困难,嗳气,阻塞性黄疸,食欲不振,恶心,呼吸困难,生长缓慢","腹部","暂无","肝腺瘤,肝腹水,原发性肝癌,转移性肝癌,肝棘球蚴病,脾大","肝海绵状血管瘤是最常见的肝脏良性肿瘤。可能与先天发育异常有关，本病好发于30～50岁的成年人，女性多见。临床表现可随肿瘤大小、发生部位、生长速度及肝组织受损伤程度而不同。",NULL,NULL,0
58,"便血","消化内科、肛肠科","肠风便血","上消化道出血,肠出血,痢疾,里急后重,老人便秘,经期便血,黑便,粪便排出过程异,冷汗,乏力","腹部","暂无","铊中毒,沙门氏菌属食物,便血,水肿,新生儿紫癜,鱼胆中毒,十二指肠静脉曲,非01霍乱弧菌,肝火犯肺,上消化道出血","屈氏韧带以下的消化道包括空、回肠，结肠与直肠称下消化道。上述部位的病变引起的出血称便血，即下消化道出血，表现为血液由肛门排出，或者血液与粪便一同排出，",NULL,NULL,2701
59,"肝病","肝病科","no","肝病面容,皮肤发黄,疲劳,面色灰暗,脾肿大,肝掌,乏力","腹部","暂无","蜘蛛痣,肝血管瘤,肝炎,甲型病毒性肝炎,肝囊肿,肝癌,脂肪肝,肝硬化","常见的肝病有肝炎、肝硬化、肝脓肿、原发性肝癌等，肝炎主要以慢性肝炎为主，按病因学分为慢性病毒性肝炎、自身免疫性肝炎、药物毒性肝炎、遗传性疾病以及其它原因不明的慢性肝炎。而病毒性肝炎以乙型肝炎最为常见，乙肝病毒是一种世界性传染疾病，据统计全球携带乙肝表面抗原",NULL,NULL,704
60,"网膜肿瘤","肿瘤科","no","腹胀,腹部逐渐胀大,非血性腹水,消瘦,恶病质","腹部","暂无","特发性腹膜后纤,腹膜后腔液体渗,复发性腹膜后肿,腹膜后疝,腹膜间皮瘤,腹胀,贫血","网膜肿瘤可分为原发性和继发性两种类型。网膜肿瘤多为转移瘤，原发部位常在结肠胃、胰腺或卵巢。原发性网膜瘤十分罕见，有良性、恶性之分。良性瘤包括脂肪瘤、平滑肌瘤、血管瘤和神经纤维瘤等恶性瘤有平滑肌肉瘤、横纹肌肉瘤、血管外皮细胞瘤、纤维肉瘤和黏液瘤等。恶性约占1",NULL,NULL,1
61,"α1抗胰蛋白酶缺乏性肝病","消化内科","no","上消化道出血,腹胀,黄疸,嗜睡,肝脾肿大,出血倾向","腹部","暂无","上消化道出血,胆汁性肝硬化,肝功能衰竭,腹胀,黄疸,药物性肝病,药物性肝硬化,静脉曲张,肝硬化","α1抗胰蛋白酶缺乏性肝病alpha1anti-trypsindeficiency-associatedliverdisease是遗传性α1抗胰蛋白酶缺乏引起的代谢性肝脏疾病，以常染色体隐性方式autosomalrecessivefash",NULL,NULL,0
62,"肝外胆管损伤","肝胆外科","no","黄疸,胆道梗阻,上腹部疼痛,胆管断裂,持续性疼痛","腹部","暂无","胆汁性腹膜炎,腹膜炎,黄疸,腹部大血管损伤,胃损伤,休克","创伤所致肝外胆管损伤，是肝门损伤的一部分。由于肝外胆管的部位较深，周围有较多重要的血管和器官，在外力的作用下单纯胆管损伤较少见，多数伴有门静脉、下腔静脉、肝脏、胰腺、胃、十二指肠等的损伤。由于伴发内出血引起的休克或胃肠穿孔引起的腹膜炎，易掩盖胆管损伤的表现",NULL,NULL,0
63,"肝血虚证","中医科","no","耳鸣,闭经,月经稀少,盗汗,血虚,眼花,两眼干涩,肝阴虚,面色苍白,多梦","腹部","暂无","心血虚,头晕,耳鸣,闭经,产后血虚热","肝血虚证是肝血不足所产生的病证。以肝血的调节功能失常及相关脏器失养为特征。肝脏血液亏虚所表现的证候;多见于虚劳、眩晕、不寐、雀盲、月经不调，以及西医的高血压、神经官能症等疾病。",NULL,NULL,0
64,"妊娠合并皮质醇增多症","产科、内分泌科","妊娠合并库欣综合征","骨质疏松,闭经,满月脸,体重增加,痤疮样皮疹,糖尿,皮质醇增多,血糖升高,乏力","腹部","暂无","肺水肿,妊高征,库欣综合征,闭经,单纯性肥胖,异位ACTH综,肥胖症,骨质疏松,高血压,糖尿病","皮质醇增多症又称库欣综合征Cushing是肾上腺皮质功能亢进症中最常见的一种。这是由于肾上腺皮质分泌过多的皮质醇所致，但常同时分泌其他皮质激素。妊娠合并皮质醇增多症极为少见，大多数患者妊娠终止于流产、早产或死产",NULL,NULL,0
65,"腹胀","消化内科","腹部胀气","便秘,呕吐,排气多,术后腹胀,空腹时腹部有振,腹痛伴恶心、呕,持续性发热","腹部","暂无","小儿叶酸缺乏病,肠侵袭性大肠埃,畸胎瘤,腹水,水肿,新生儿红细胞增,吸收不良综合征,糖尿病性胃轻瘫,胃急性扩张,脾劳","正常人胃肠道内存在一定量大约100～200ml的气体，气体多位于胃与结肠内，小肠腔内气体较少，当胃肠道内积聚过量的气体时，称为腹部胀气，简称腹胀。",NULL,NULL,939
66,"细菌性痢疾","消化内科","菌痢","腹泻,脱水,腹痛,粘液便,高热,低热,阵发性腹痛,稀便,黏液便,痢疾","腹部","暂无","沙门氏菌属食物,发烧,副溶血性弧菌食,粪类圆线虫病,霍乱,非霍乱弧菌感染,变形杆菌食物中,腹痛,葡萄球菌食物中,呼吸衰竭","细菌性痢疾，是由痢疾杆菌引起的常见急性肠道传染病，以结肠化脓性炎症为主要病变，有全身中毒症状、腹痛、腹泻、里急后重、排脓血便等临床。金元时代已知本病能相互传染普遍流行，因有时疫痢之名。如《丹",NULL,NULL,532
67,"大肠息肉","消化内科、肛肠外科","no","腹泻,便血,便秘,腹痛,腹胀,皮肤粘膜色素斑,排便频率异常,大肠黑变,大便习惯改变,息肉","腹部","暂无","便血,蛋白丧失胃肠综,急性胃肠炎,肠道息肉病,腹痛,腹胀,大肠癌,大肠脂肪瘤,特发性胃肠道嗜,胃肠道功能紊乱","大肠息肉是指所有向肠腔突出的赘生物的总称，包括肿瘤性赘生物和非肿瘤性赘生物，前者是癌前期病变，与癌发生关系密切，后者与癌发生关系较少。这两种息肉在临床上并不容易区分，常以息肉作为初步诊断，待病理学确诊后再进一步分类，因此临床上所谓的大肠息肉并不说明息肉的病",NULL,NULL,245
68,"肠系膜肿瘤","普外科、肿瘤科","no","腹膜炎,腹痛,肠穿孔,低热,阑尾周围脓肿,急性肠扭转,瘤体牵拉,乏力","腹部","暂无","腹水,便血,血吸虫病,腹膜炎,肠套叠,肠系膜囊肿,细菌性痢疾,克罗恩病,溃疡性结肠炎,卵巢囊肿","肠系膜肿瘤多为实性肿物，而恶性肿瘤约占实性肿物的60%,以恶性淋巴瘤最多见，其他的有纤维肉瘤、平滑肌肉瘤、神经纤维肉瘤等。恶性肿瘤除腹痛及腹部包块外，尚有消瘦、贫血及肠梗阻等症状。",NULL,NULL,0
69,"消化道憩室病","消化内科","no","消化不良,腹痛,吞咽困难,腹胀,声音嘶哑,嗳气,消化道憩室,结肠憩室,恶心,胸骨后疼痛","腹部","暂无","胃憩室,肠扭转综合征,腹痛,腹胀,结肠癌,憩室病,腹泻,便秘","消化道憩室病是指消化道的局部囊样膨出，有真性与假性两种。前者指全层膨出，后者仅有黏膜与黏膜下层而无肌层膨出，绝大多数憩室向消化道腔外膨出，极少数向腔内膨出，称腔内憩。多个憩室同时存在称为憩室病。本病见于全消化道，以结肠为最常见，十二指肠次之，胃憩室最少见。",NULL,NULL,0
70,"腹膜后血肿","普外科","no","腹痛,腹胀,阔韧带内形成血,腹肌紧张,腹膜刺激征,腹部压痛,反射性腰痛,肠鸣,背痛,内出血","腹部","暂无","腹膜后间隙出血,继发性腹膜炎,骨盆骨折,腹痛,腹胀,腹膜后纤维化,外伤性腹膜后出","腹膜后血肿为腹腰部损伤的常见并发症，约占10～40％，可因直接或间接暴力造成。最常见原因是骨盆及脊柱骨折，约占2/3；其次是腹膜后脏器肾、膀胱、十二指肠和胰腺等破裂和大血管及软组织损伤。因其常合并严重复合伤、出血性休克等，死亡率可达35～42％。",NULL,NULL,0
71,"小儿慢性胰腺炎","普外科","儿童慢性胰腺炎","腹痛,组织坏死,脂溶性维生素缺,维生素缺乏,贪食,脂肪泻,糖尿,肝功能异常,恶心与呕吐,结节","腹部","暂无","儿童胰腺功能不,腹痛,营养不良,胰腺囊肿,胰腺癌,黄疸,胰腺外伤,胰胆汁综合征,糖尿病","小儿慢性胰腺炎是指胰腺局部或弥漫性的慢性进行性炎症。该病具有进行性、持续性及不可逆性。日益加重的胰实质损害，导致胰腺内、外分泌功能进行性衰退。根据患儿有典型的胰腺炎病史，以及影像学上有慢性征象，小儿慢性胰腺炎很容易诊断。治疗的主要目的是减轻症状和控制并发证",NULL,NULL,0
72,"肠出血性大肠埃希杆菌感染","消化内科","肠出血性大肠埃希氏菌感染","腹泻,腹痛,昏迷,黄疸,肠出血,低热,水样便,少尿,恶心","腹部","暂无","昏迷,惊厥,钩虫性十二指肠,急性出血性坏死,阿米巴结肠炎,腹痛,黄疸,腹泻","由肠出血性大肠埃希杆菌enterohemorrhagicescherichiacoli，EHEC引起的肠道传染病。EHEC为出血性肠炎之病原，主要有大肠埃希杆菌O157∶H7，是1982年新发现的一种致腹泻大肠埃希杆菌。此外，O26∶H11也可能",NULL,NULL,0
73,"横膈下结肠嵌入综合征","消化内科","no","便秘,腹胀,吞气,上腹部疼痛,背痛,肩痛","腹部","暂无","膈疝,肠扭转,腹痛,腹胀,肠梗阻,便秘,脐疝","横膈下结肠嵌入综合征系指结肠嵌入肝与横膈之间，而出现腹痛、腹胀及呕吐等一组症候群。一般儿童患者症状明显，成人常无症状。",NULL,NULL,1
74,"腹水","消化内科","水腹","腹膜炎,腹水,发绀,肝脾肿大,腹部压痛,食管蠕动功能减,肝掌,弥漫性鼓音,淋巴结肿大,恶病质","腹部","暂无","高脂蛋白血症Ⅴ,肝淀粉样变性,蜘蛛痣,腹水,水肿,小儿限制型心肌,胆道华支睾吸虫,脚气病性心脏病,限制型心脏病,卵巢卵黄囊瘤","正常状态下，人体腹腔内有少量液体一般少于200ml，对肠道蠕动起润滑作用。任何病理状态下导致腹腔内液体量增加，超过200ml时，称为腹水。",NULL,NULL,905
75,"胆道蛔虫病","消化内科","蛔厥","腹痛,黄疸,呻吟,上腹部疼痛,蛔虫感染,肝内管梗阻,恶心,指甲类似云母,剧痛,寒战","腹部","暂无","胆囊胆固醇沉着,慢性胆囊炎,腹痛,胆管癌,胆结石,胆囊息肉,胆囊结石,胰腺癌,黄疸,陶瓷样胆囊","胆道蛔虫病是肠道蛔虫病中最严重的一种并发症。多见于6～8岁学龄儿童、农民和晚期孕妇。是由各种原因引起的肠道蛔虫运动活跃，并钻入胆道而出现的急性上腹痛或胆道感染。发作时病人疼痛难以忍受，大哭大叫，十分痛苦。若治疗措施跟不上，晚期病人可出现不同程度的脱水和酸中",NULL,NULL,83
76,"小儿再发性腹痛","消化内科、内科","小儿复发性腹痛","腹痛,腹胀,阵发性腹痛,回盲瓣功能不全,腹部压痛,小儿哭闹不安,面色苍白","腹部","暂无","肠扭转,蛔虫病,先天性肠旋转不,肠套叠,腹痛,胆道蛔虫病,腹胀,婴儿肠痉挛,肾结石","再发性腹痛recurrentabdominalpain，RAP是症状诊断，一般指发作性腹痛，3个月内至少有3次发作，发作严重时可影响小儿正常活动，而在发作间歇期，表现正常。一般儿科人群的发病率稍>10%，男女儿童之比为3：4。RAP在4~5岁",NULL,NULL,0
77,"肉孢子虫病","感染科","住肉孢子虫病","腹泻,腹痛,腹胀,恶心,乏力,头昏","腹部","暂无","弓形虫病,旋毛虫病,腹痛,腹胀,腹泻,心肌炎","肉孢子虫病是一种广泛寄生于人类和哺乳动物、鸟类、爬行动物等细胞内的寄生虫病。其所产生的肉孢子虫毒素能严重地损害宿主的中枢神经系统和其他重要器官，因而是一种重要的，甚至是致死性的人畜共患寄生虫病。本病在世界各地均有流行。主要表现为全身淋巴结肿大、腹泻、截瘫等",NULL,NULL,0
78,"暴发性肝炎样综合征","消化内科","no","蛋白尿,腹痛,黄疸,肝细胞坏死,肝功能受损,恶心,毒物致肝损害,进行性肝缩小,出血倾向","腹部","暂无","蛋白尿,低血糖,暴发性肝功能衰,腹痛,肝炎,肝性脑病,病毒性肝炎,黄疸,高血压,脂肪肝","暴发性肝炎样综合征，系指一组非病毒性肝炎而具有暴发性肝炎样表现的综合症。其中包括妊娠急性脂肪肝、四环素致中毒性肝炎及Reye综合征。但如能治愈，肝脏可完全恢复正常。此组病征表现有急性起病、重度恶心、呕吐及腹胀，出血倾向，意识障碍等症状。",NULL,NULL,1
79,"浓缩胆汁综合征","消化内科","先天性免疫性溶血性肝炎","黄疸,胆囊积水,胆汁潴留,胆汁返流,胆囊运动障碍,持续性发热","腹部","暂无","新生儿溶血病,肝炎,黄疸","浓缩胆汁综合征又称先天性免疫性溶血性肝炎Congenital-ImmunologicalHemolyticHepatitis,胆栓综合征Bile-PlugSyndrome胆汁浓综合征。系",NULL,NULL,0
80,"转移性肝癌","肿瘤科","继发性肝癌","肝转移,食欲不振,难治性腹水,肝功能异常,肝部疼痛,胀痛,原发灶不明的转,血道播散,乏力,恶病质","腹部","暂无","肝纤维板层癌,先天性肝囊肿,肝海绵状血管瘤,原发性肝癌,脂肪肝","转移性肝癌是由全身其他部位原发的恶性肿瘤转移至肝脏，并在肝脏形成单个或多个的癌灶。大多数病人原发癌的临床表现先于转移性肝癌，但有部分病人的原发病灶起源不明确或同时发现包括肝脏在内的两处或两处以上的",NULL,NULL,0
